Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Czechia","Temperature change","Jun–Jul–Aug","2022","°c","3.131"
"Temperature change on land","Czechia","Temperature change","Jun–Jul–Aug","2023","°c","2.581"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1961","°c","-0.401"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1962","°c","-1.751"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1963","°c","0.192"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1964","°c","-0.537"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1965","°c","-1.302"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1966","°c","0.091"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1967","°c","-0.012"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1968","°c","0.455"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1969","°c","1.078"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1970","°c","0.445"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1971","°c","0.055"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1972","°c","0.23"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1973","°c","0.698"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1974","°c","-0.693"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1975","°c","1.201"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1976","°c","0.893"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1977","°c","-0.12"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1978","°c","-0.437"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1979","°c","-0.647"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1980","°c","0.058"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1981","°c","-0.382"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1982","°c","0.857"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1983","°c","0.93"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1984","°c","-0.127"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1985","°c","-0.394"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1986","°c","-0.227"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1987","°c","-1.486"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1988","°c","0.628"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1989","°c","0.362"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1990","°c","0.566"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1991","°c","0.217"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1992","°c","1.76"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1993","°c","-1.153"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1994","°c","1.392"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1995","°c","1.296"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1996","°c","0.209"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1997","°c","2.354"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1998","°c","-0.551"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","1999","°c","0.766"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2000","°c","-0.202"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2001","°c","0.757"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2002","°c","2.259"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2003","°c","2.113"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2004","°c","0.323"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2005","°c","0.504"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2006","°c","2.156"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2007","°c","1.084"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2008","°c","1.141"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2009","°c","1.021"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2010","°c","1.313"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2011","°c","0.853"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2012","°c","0.185"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2013","°c","1.123"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2014","°c","1.628"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2015","°c","0.47"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2016","°c","1.299"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2017","°c","0.633"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2018","°c","2.893"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2019","°c","2.153"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2020","°c","1.644"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2021","°c","2.08"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2022","°c","1.925"
"Temperature change on land","Denmark","Temperature change","Jun–Jul–Aug","2023","°c","1.376"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1992","°c","0.764"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1993","°c","-1.313"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1994","°c","0.438"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1995","°c","0.915"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1996","°c","-0.118"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1997","°c","1.999"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1998","°c","-0.45"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","1999","°c","1.762"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2000","°c","-0.14"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2001","°c","1.4"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2002","°c","2.333"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2003","°c","1.043"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2004","°c","0.261"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2005","°c","0.851"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2006","°c","1.973"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2007","°c","1.482"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2008","°c","0.372"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2009","°c","0.303"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2010","°c","2.781"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2011","°c","2.645"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2012","°c","0.241"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2013","°c","1.959"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2014","°c","1.447"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2015","°c","0.271"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2016","°c","1.188"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2017","°c","-0.196"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2018","°c","2.388"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2019","°c","1.376"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2020","°c","1.46"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2021","°c","3.037"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2022","°c","2.543"
"Temperature change on land","Estonia","Temperature change","Jun–Jul–Aug","2023","°c","1.518"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1961","°c","0.813"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1962","°c","-2.112"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1963","°c","-0.393"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1964","°c","-0.624"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1965","°c","-1.113"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1966","°c","0.418"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1967","°c","0.19"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1968","°c","-0.328"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1969","°c","0.292"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1970","°c","1.011"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1971","°c","-0.395"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1972","°c","2.226"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1973","°c","1.335"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1974","°c","0.453"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1975","°c","-0.769"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1976","°c","-1.103"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1977","°c","-0.843"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1978","°c","-0.822"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1979","°c","0.475"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1980","°c","0.812"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1981","°c","-0.608"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1982","°c","-1.044"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1983","°c","-0.17"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1984","°c","-0.429"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1985","°c","0.063"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1986","°c","0.249"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1987","°c","-1.726"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1988","°c","1.576"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1989","°c","0.669"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1990","°c","0.048"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1991","°c","0.355"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1992","°c","-0.216"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1993","°c","-1.17"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1994","°c","0.428"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1995","°c","0.365"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1996","°c","0.029"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1997","°c","1.874"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1998","°c","-0.323"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","1999","°c","1.011"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2000","°c","0.342"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2001","°c","1.102"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2002","°c","2.266"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2003","°c","1.137"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2004","°c","0.356"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2005","°c","1.338"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2006","°c","1.72"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2007","°c","0.896"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2008","°c","-0.408"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2009","°c","0.305"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2010","°c","1.355"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2011","°c","2.127"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2012","°c","0.043"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2013","°c","1.833"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2014","°c","1.509"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2015","°c","-0.108"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2016","°c","1.019"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2017","°c","-0.339"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2018","°c","2.121"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2019","°c","0.692"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2020","°c","1.502"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2021","°c","2.426"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2022","°c","2.296"
"Temperature change on land","Finland","Temperature change","Jun–Jul–Aug","2023","°c","1.53"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1961","°c","-0.009"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1962","°c","-0.032"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1963","°c","-0.415"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1964","°c","0.831"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1965","°c","-0.665"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1966","°c","-0.448"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1967","°c","0.406"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1968","°c","-0.436"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1969","°c","-0.089"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1970","°c","0.542"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1971","°c","0.375"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1972","°c","-1.008"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1973","°c","0.929"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1974","°c","-0.028"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1975","°c","0.714"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1976","°c","1.841"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1977","°c","-0.988"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1978","°c","-0.925"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1979","°c","-0.078"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1980","°c","-0.687"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1981","°c","-0.048"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1982","°c","1.203"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1983","°c","2.037"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1984","°c","0.185"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1985","°c","0.144"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1986","°c","0.408"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1987","°c","0.224"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1988","°c","0.288"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1989","°c","1.344"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1990","°c","1.294"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1991","°c","1.141"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1992","°c","1.157"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1993","°c","0.591"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1994","°c","2.153"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1995","°c","1.654"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1996","°c","0.762"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1997","°c","1.286"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1998","°c","1.085"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","1999","°c","1.366"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2000","°c","1.003"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2001","°c","1.412"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2002","°c","0.886"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2003","°c","4.191"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2004","°c","1.427"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2005","°c","1.736"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2006","°c","2.278"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2007","°c","0.685"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2008","°c","1.043"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2009","°c","1.938"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2010","°c","1.593"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2011","°c","0.755"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2012","°c","1.609"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2013","°c","1.652"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2014","°c","1.08"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2015","°c","2.697"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2016","°c","1.843"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2017","°c","2.741"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2018","°c","3.086"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2019","°c","2.977"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2020","°c","2.247"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2021","°c","1.723"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2022","°c","3.995"
"Temperature change on land","France","Temperature change","Jun–Jul–Aug","2023","°c","3.091"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1961","°c","-0.529"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1962","°c","-1.188"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1963","°c","0.226"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1964","°c","0.596"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1965","°c","-0.999"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1966","°c","-0.23"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1967","°c","0.356"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1968","°c","-0.013"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1969","°c","0.393"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1970","°c","0.461"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1971","°c","0.38"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1972","°c","-0.23"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1973","°c","0.815"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1974","°c","-0.564"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1975","°c","0.962"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1976","°c","1.185"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1977","°c","-0.216"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1978","°c","-0.95"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1979","°c","-0.326"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1980","°c","-0.572"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1981","°c","-0.066"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1982","°c","1.271"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1983","°c","1.98"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1984","°c","-0.502"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1985","°c","-0.341"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1986","°c","0.195"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1987","°c","-0.528"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1988","°c","0.294"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1989","°c","0.515"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1990","°c","0.6"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1991","°c","0.709"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1992","°c","2.166"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1993","°c","-0.219"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1994","°c","2.201"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1995","°c","1.433"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1996","°c","0.164"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1997","°c","1.508"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1998","°c","0.584"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","1999","°c","0.995"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2000","°c","0.602"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2001","°c","1.076"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2002","°c","1.909"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2003","°c","3.498"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2004","°c","0.867"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2005","°c","0.715"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2006","°c","2.035"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2007","°c","1.227"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2008","°c","1.456"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2009","°c","1.227"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2010","°c","1.689"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2011","°c","0.889"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2012","°c","1.19"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2013","°c","1.629"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2014","°c","1.201"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2015","°c","2.306"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2016","°c","1.815"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2017","°c","1.943"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2018","°c","3.224"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2019","°c","3.219"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2020","°c","2.127"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2021","°c","1.952"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2022","°c","3.06"
"Temperature change on land","Germany","Temperature change","Jun–Jul–Aug","2023","°c","2.476"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1961","°c","-0.078"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1962","°c","0.489"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1963","°c","0.807"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1964","°c","-0.295"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1965","°c","-0.185"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1966","°c","0.272"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1967","°c","-0.105"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1968","°c","-0.257"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1969","°c","-0.546"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1970","°c","0.029"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1971","°c","-0.26"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1972","°c","-0.034"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1973","°c","-0.209"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1974","°c","-0.291"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1975","°c","-0.562"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1976","°c","-1.609"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1977","°c","0.326"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1978","°c","-0.423"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1979","°c","-0.049"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1980","°c","-0.356"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1981","°c","-0.023"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1982","°c","-0.251"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1983","°c","-0.858"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1984","°c","-1.094"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1985","°c","0.051"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1986","°c","0.334"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1987","°c","0.379"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1988","°c","1.315"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1989","°c","-0.411"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1990","°c","0.167"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1991","°c","-0.062"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1992","°c","0.053"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1993","°c","0.491"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1994","°c","0.775"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1995","°c","0.695"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1996","°c","0.534"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1997","°c","0.286"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1998","°c","1.623"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","1999","°c","1.551"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2000","°c","1.358"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2001","°c","1.515"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2002","°c","1.313"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2003","°c","1.904"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2004","°c","0.608"
"Temperature change on land","Greece","Temperature change","Jun–Jul–Aug","2005","°c","0.672"
