Domain,Area,Element,Item,Year,Unit,Value
"Livestock Patterns","Malta","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","2.86"
"Livestock Patterns","Malta","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","2.71"
"Livestock Patterns","Malta","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","2.76"
"Livestock Patterns","Malta","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","2.74"
"Livestock Patterns","Malta","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","3.22"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","3.82"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","3.9"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","3.99"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","4.08"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","4.22"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","4.2"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","4.2"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","4.25"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","4.39"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","4.51"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","4.54"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","4.38"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","4.13"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","4.15"
"Livestock Patterns","Netherlands (Kingdom of the)","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","4.08"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.59"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.61"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.56"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.54"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.62"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.57"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.53"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.53"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.55"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.56"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.56"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.58"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.58"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.59"
"Livestock Patterns","Poland","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.59"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.6"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.61"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.61"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.61"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.6"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.61"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.61"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.6"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.63"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.65"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.66"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.66"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.64"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.62"
"Livestock Patterns","Portugal","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.63"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.4"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.42"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.42"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.41"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.38"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.34"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.34"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.34"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.34"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.34"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.35"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.35"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.33"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.31"
"Livestock Patterns","Romania","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.33"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.4"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.39"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.37"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.33"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.33"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.32"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.3"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.32"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.31"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.32"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.32"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.31"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.31"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.31"
"Livestock Patterns","Slovakia","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.29"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.92"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.92"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.78"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.71"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.72"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.7"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.68"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.67"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.66"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.67"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.68"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.69"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.68"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.68"
"Livestock Patterns","Slovenia","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.68"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.57"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.59"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.56"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.57"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.57"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.57"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.56"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.56"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.59"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.61"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.63"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.64"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.65"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.65"
"Livestock Patterns","Spain","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.67"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2006","LSU/ha","0.64"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2007","LSU/ha","0.64"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2008","LSU/ha","0.65"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2009","LSU/ha","0.64"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2010","LSU/ha","0.64"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2011","LSU/ha","0.63"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2012","LSU/ha","0.63"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2013","LSU/ha","0.63"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2014","LSU/ha","0.62"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2015","LSU/ha","0.61"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2016","LSU/ha","0.62"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2017","LSU/ha","0.62"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2018","LSU/ha","0.62"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2019","LSU/ha","0.61"
"Livestock Patterns","Sweden","Livestock units per agricultural land area","Major livestock types","2020","LSU/ha","0.6"
