Domain,Area,Element,Item,Year,Source,Unit,Value
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2012","FAO TIER 1","kt","0.0092"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2012","FAO TIER 1","kt","0.0002"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2013","FAO TIER 1","kt","0.0075"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2013","FAO TIER 1","kt","0.0002"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2014","FAO TIER 1","kt","0.0066"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2014","FAO TIER 1","kt","0.0002"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2015","FAO TIER 1","kt","0.0129"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2015","FAO TIER 1","kt","0.0003"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2016","FAO TIER 1","kt","0.0091"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2016","FAO TIER 1","kt","0.0002"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2017","FAO TIER 1","kt","0.0094"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2017","FAO TIER 1","kt","0.0002"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2018","FAO TIER 1","kt","0.011"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2018","FAO TIER 1","kt","0.0003"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2019","FAO TIER 1","kt","0.0114"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2019","FAO TIER 1","kt","0.0003"
"Emissions totals","Cyprus","Emissions (CH4)","Burning - Crop residues","2020","FAO TIER 1","kt","0.0135"
"Emissions totals","Cyprus","Emissions (N2O)","Burning - Crop residues","2020","FAO TIER 1","kt","0.0004"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2006","FAO TIER 1","kt","5.6357"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2007","FAO TIER 1","kt","5.5322"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2008","FAO TIER 1","kt","5.4755"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2009","FAO TIER 1","kt","5.3939"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2010","FAO TIER 1","kt","5.695"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2011","FAO TIER 1","kt","5.7966"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2012","FAO TIER 1","kt","5.62"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2013","FAO TIER 1","kt","5.3022"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2014","FAO TIER 1","kt","5.4428"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2015","FAO TIER 1","kt","5.255"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2016","FAO TIER 1","kt","5.5589"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2017","FAO TIER 1","kt","5.8375"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2018","FAO TIER 1","kt","5.8427"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2019","FAO TIER 1","kt","6.0354"
"Emissions totals","Cyprus","Emissions (CH4)","Enteric Fermentation","2020","FAO TIER 1","kt","6.4625"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2006","FAO TIER 1","kt","1.5982"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","0.1628"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","0.1748"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2007","FAO TIER 1","kt","1.5882"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","0.1619"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","0.1738"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2008","FAO TIER 1","kt","1.6312"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","0.167"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","0.1793"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2009","FAO TIER 1","kt","1.6225"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","0.1663"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","0.1786"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2010","FAO TIER 1","kt","1.6339"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","0.1664"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","0.1788"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2011","FAO TIER 1","kt","1.5623"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","0.1578"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","0.1695"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2012","FAO TIER 1","kt","1.4287"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","0.1424"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","0.1529"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2013","FAO TIER 1","kt","1.2976"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","0.129"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","0.1386"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2014","FAO TIER 1","kt","1.2622"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","0.1238"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","0.133"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2015","FAO TIER 1","kt","1.3074"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","0.1295"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","0.1391"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2016","FAO TIER 1","kt","1.2962"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","0.1271"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","0.1367"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2017","FAO TIER 1","kt","1.2972"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","0.1265"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","0.136"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2018","FAO TIER 1","kt","1.338"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","0.1311"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","0.141"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2019","FAO TIER 1","kt","1.3115"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","0.1273"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","0.1369"
"Emissions totals","Cyprus","Emissions (CH4)","Manure Management","2020","FAO TIER 1","kt","1.3488"
"Emissions totals","Cyprus","Direct emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.13"
"Emissions totals","Cyprus","Emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.1399"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2006","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2007","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2008","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2009","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2010","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2011","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2012","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2013","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2014","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2015","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2016","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2017","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2018","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2019","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (N2O)","Drained organic soils (N2O)","2020","FAO TIER 1","kt","0"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2006","FAO TIER 1","kt","0.0085"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2006","FAO TIER 1","kt","0.0353"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2006","FAO TIER 1","kt","192.0087"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2007","FAO TIER 1","kt","0.0092"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2007","FAO TIER 1","kt","0.0354"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2007","FAO TIER 1","kt","199.3998"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2008","FAO TIER 1","kt","0.0094"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2008","FAO TIER 1","kt","0.033"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2008","FAO TIER 1","kt","208.1319"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2009","FAO TIER 1","kt","0.0081"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2009","FAO TIER 1","kt","0.0305"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2009","FAO TIER 1","kt","190.4631"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2010","FAO TIER 1","kt","0.0082"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2010","FAO TIER 1","kt","0.0293"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2010","FAO TIER 1","kt","187.365"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2011","FAO TIER 1","kt","0.0082"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2011","FAO TIER 1","kt","0.0317"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2011","FAO TIER 1","kt","189.1328"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2012","FAO TIER 1","kt","0.0079"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2012","FAO TIER 1","kt","0.0304"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2012","FAO TIER 1","kt","179.0707"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2013","FAO TIER 1","kt","0.0075"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2013","FAO TIER 1","kt","0.0291"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2013","FAO TIER 1","kt","173.0907"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2014","FAO TIER 1","kt","0.0078"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2014","FAO TIER 1","kt","0.0268"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2014","FAO TIER 1","kt","173.1033"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2015","FAO TIER 1","kt","0.0078"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2015","FAO TIER 1","kt","0.0304"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2015","FAO TIER 1","kt","179.7215"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2016","FAO TIER 1","kt","0.0091"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2016","FAO TIER 1","kt","0.0294"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2016","FAO TIER 1","kt","198.8317"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2017","FAO TIER 1","kt","0.0087"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2017","FAO TIER 1","kt","0.0307"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2017","FAO TIER 1","kt","200.8223"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2018","FAO TIER 1","kt","0.0085"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2018","FAO TIER 1","kt","0.0286"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2018","FAO TIER 1","kt","199.297"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2019","FAO TIER 1","kt","0.0085"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2019","FAO TIER 1","kt","0.0303"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2019","FAO TIER 1","kt","189.1618"
"Emissions totals","Cyprus","Emissions (CH4)","On-farm energy use","2020","FAO TIER 1","kt","0.0088"
"Emissions totals","Cyprus","Emissions (N2O)","On-farm energy use","2020","FAO TIER 1","kt","0.032"
"Emissions totals","Cyprus","Emissions (CO2)","On-farm energy use","2020","FAO TIER 1","kt","196.0108"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2006","FAO TIER 1","kt","1.0865"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2006","FAO TIER 1","kt","0.0282"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2007","FAO TIER 1","kt","1.1773"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2007","FAO TIER 1","kt","0.0305"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2008","FAO TIER 1","kt","1.1737"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2008","FAO TIER 1","kt","0.0304"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2009","FAO TIER 1","kt","1.182"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2009","FAO TIER 1","kt","0.0306"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2010","FAO TIER 1","kt","1.1791"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2010","FAO TIER 1","kt","0.0306"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2011","FAO TIER 1","kt","1.2589"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2011","FAO TIER 1","kt","0.0326"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2012","FAO TIER 1","kt","1.2028"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2012","FAO TIER 1","kt","0.0312"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2013","FAO TIER 1","kt","1.1574"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2013","FAO TIER 1","kt","0.03"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2014","FAO TIER 1","kt","1.1694"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2014","FAO TIER 1","kt","0.0303"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2015","FAO TIER 1","kt","1.1121"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2015","FAO TIER 1","kt","0.0288"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2016","FAO TIER 1","kt","1.1402"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2016","FAO TIER 1","kt","0.0296"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2017","FAO TIER 1","kt","1.1308"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2017","FAO TIER 1","kt","0.0293"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2018","FAO TIER 1","kt","1.1063"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2018","FAO TIER 1","kt","0.0287"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2019","FAO TIER 1","kt","1.1086"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2019","FAO TIER 1","kt","0.0287"
"Emissions totals","Czechia","Emissions (CH4)","Burning - Crop residues","2020","FAO TIER 1","kt","1.098"
"Emissions totals","Czechia","Emissions (N2O)","Burning - Crop residues","2020","FAO TIER 1","kt","0.0285"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2006","FAO TIER 1","kt","102.9432"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2007","FAO TIER 1","kt","103.6129"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2008","FAO TIER 1","kt","103.4896"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2009","FAO TIER 1","kt","100.2351"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2010","FAO TIER 1","kt","98.8593"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2011","FAO TIER 1","kt","98.2273"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2012","FAO TIER 1","kt","98.4836"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2013","FAO TIER 1","kt","98.6277"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2014","FAO TIER 1","kt","99.8092"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2015","FAO TIER 1","kt","101.645"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2016","FAO TIER 1","kt","102.1596"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2017","FAO TIER 1","kt","102.1184"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2018","FAO TIER 1","kt","98.6054"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2019","FAO TIER 1","kt","98.7969"
"Emissions totals","Czechia","Emissions (CH4)","Enteric Fermentation","2020","FAO TIER 1","kt","97.1378"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2006","FAO TIER 1","kt","21.6059"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","0.758"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2006","FAO TIER 1","kt","1.1977"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2007","FAO TIER 1","kt","21.7153"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","0.7602"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2007","FAO TIER 1","kt","1.2005"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2008","FAO TIER 1","kt","20.6797"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","0.7476"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2008","FAO TIER 1","kt","1.1642"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2009","FAO TIER 1","kt","18.844"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","0.6998"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2009","FAO TIER 1","kt","1.081"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2010","FAO TIER 1","kt","17.8657"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","0.6815"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2010","FAO TIER 1","kt","1.0548"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2011","FAO TIER 1","kt","17.2925"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","0.659"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2011","FAO TIER 1","kt","1.021"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2012","FAO TIER 1","kt","16.6532"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","0.6483"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2012","FAO TIER 1","kt","1.0008"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2013","FAO TIER 1","kt","16.8449"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","0.6581"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2013","FAO TIER 1","kt","1.0115"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2014","FAO TIER 1","kt","17.1216"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","0.6617"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2014","FAO TIER 1","kt","1.0199"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2015","FAO TIER 1","kt","17.0949"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","0.6722"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2015","FAO TIER 1","kt","1.0318"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2016","FAO TIER 1","kt","17.3485"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","0.6739"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2016","FAO TIER 1","kt","1.0382"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2017","FAO TIER 1","kt","17.1293"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","0.6683"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2017","FAO TIER 1","kt","1.0254"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2018","FAO TIER 1","kt","16.9327"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","0.658"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2018","FAO TIER 1","kt","1.0068"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2019","FAO TIER 1","kt","16.9473"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","0.6572"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2019","FAO TIER 1","kt","1.0066"
"Emissions totals","Czechia","Emissions (CH4)","Manure Management","2020","FAO TIER 1","kt","16.9417"
"Emissions totals","Czechia","Direct emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.6484"
"Emissions totals","Czechia","Emissions (N2O)","Manure Management","2020","FAO TIER 1","kt","0.9953"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","264.6926"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","264.8639"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","264.2256"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","263.7317"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","263.7607"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","263.8627"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","263.8627"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","263.857"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","263.823"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","263.823"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","263.0065"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","263.407"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","264.1893"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","264.5501"
"Emissions totals","Czechia","Emissions (CO2)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","264.6027"
"Emissions totals","Czechia","Emissions (N2O)","Drained organic soils (N2O)","2006","FAO TIER 1","kt","0.1872"
"Emissions totals","Czechia","Emissions (N2O)","Drained organic soils (N2O)","2007","FAO TIER 1","kt","0.1874"
"Emissions totals","Czechia","Emissions (N2O)","Drained organic soils (N2O)","2008","FAO TIER 1","kt","0.1869"
"Emissions totals","Czechia","Emissions (N2O)","Drained organic soils (N2O)","2009","FAO TIER 1","kt","0.1866"
