Domain,Area,Element,Item,Year,Source,Unit,Value
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","2351.9658"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","2344.7165"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","2341.3433"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-822.9159"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2007","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2008","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2009","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2010","FAO TIER 1","kt","-1168.9417"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2011","FAO TIER 1","kt","-3105.3669"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2012","FAO TIER 1","kt","-3105.3669"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2013","FAO TIER 1","kt","-3105.3669"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2014","FAO TIER 1","kt","-3105.3669"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2015","FAO TIER 1","kt","-3105.3669"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2016","FAO TIER 1","kt","-2544.3042"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2017","FAO TIER 1","kt","-2544.3042"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2018","FAO TIER 1","kt","-2544.3042"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2019","FAO TIER 1","kt","-2544.3042"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forestland","2020","FAO TIER 1","kt","-2544.3042"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2000","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2001","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2002","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2003","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2004","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2005","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2006","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2007","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2008","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2009","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2010","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2011","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2012","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2013","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2014","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2015","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2016","FAO TIER 1","kt","2260.8729"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2017","FAO TIER 1","kt","2260.8729"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2018","FAO TIER 1","kt","2260.8729"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2019","FAO TIER 1","kt","2260.8729"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Net Forest conversion","2020","FAO TIER 1","kt","2260.8729"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2000","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2001","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2002","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2003","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2004","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2005","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2006","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2007","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2008","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2009","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2010","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2011","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2012","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2013","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2014","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2015","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2016","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2017","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2018","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2019","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Fires in organic soils","2020","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2000","FAO TIER 1","kt","0.2083"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2001","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2002","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2003","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2004","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2005","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2006","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2007","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2008","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2009","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2010","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2011","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2012","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2013","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2014","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2015","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2016","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2017","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2018","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2019","FAO TIER 1","kt","0"
"Emissions totals","Denmark","Emissions (CO2eq) (AR5)","Forest fires","2020","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2000","FAO TIER 1","kt","4820.0915"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2001","FAO TIER 1","kt","4862.5551"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2002","FAO TIER 1","kt","4904.275"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2003","FAO TIER 1","kt","4917.5718"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2004","FAO TIER 1","kt","4992.2787"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2005","FAO TIER 1","kt","5009.9495"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","5026.5574"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","5062.7054"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","5079.0941"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","5105.6907"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","5178.0699"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","5214.1004"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","5224.2632"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","5237.9628"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","5223.0918"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","5223.0313"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","5171.3996"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","5169.5444"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","5206.0622"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","5194.9004"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","5209.9951"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-3827.4137"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2007","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2008","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2009","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2010","FAO TIER 1","kt","-3819.3817"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2011","FAO TIER 1","kt","-8692.1618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2012","FAO TIER 1","kt","-8692.1618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2013","FAO TIER 1","kt","-8692.1618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2014","FAO TIER 1","kt","-8692.1618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2015","FAO TIER 1","kt","-8692.1618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2016","FAO TIER 1","kt","-574.0618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2017","FAO TIER 1","kt","-574.0618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2018","FAO TIER 1","kt","-574.0618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2019","FAO TIER 1","kt","-574.0618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forestland","2020","FAO TIER 1","kt","-574.0618"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2000","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2001","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2002","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2003","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2004","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2005","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2006","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2007","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2008","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2009","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2010","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2011","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2012","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2013","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2014","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2015","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2016","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2017","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2018","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2019","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Net Forest conversion","2020","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2000","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2001","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2002","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2003","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2004","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2005","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2006","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2007","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2008","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2009","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2010","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2011","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2012","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2013","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2014","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2015","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2016","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2017","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2018","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2019","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Fires in organic soils","2020","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2000","FAO TIER 1","kt","1.373"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2001","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2002","FAO TIER 1","kt","5.0913"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2003","FAO TIER 1","kt","4.9683"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2004","FAO TIER 1","kt","0.123"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2005","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2006","FAO TIER 1","kt","0.791"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2007","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2008","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2009","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2010","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2011","FAO TIER 1","kt","0.2725"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2012","FAO TIER 1","kt","0.2725"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2013","FAO TIER 1","kt","0.123"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2014","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2015","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2016","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2017","FAO TIER 1","kt","0.5185"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2018","FAO TIER 1","kt","0.6415"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2019","FAO TIER 1","kt","0"
"Emissions totals","Estonia","Emissions (CO2eq) (AR5)","Forest fires","2020","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2000","FAO TIER 1","kt","11606.7859"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2001","FAO TIER 1","kt","11688.9632"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2002","FAO TIER 1","kt","11817.9951"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2003","FAO TIER 1","kt","11915.8837"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2004","FAO TIER 1","kt","12217.7035"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2005","FAO TIER 1","kt","12288.4957"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2006","FAO TIER 1","kt","12324.2831"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2007","FAO TIER 1","kt","12375.1197"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2008","FAO TIER 1","kt","12443.3176"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2009","FAO TIER 1","kt","12545.8851"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2010","FAO TIER 1","kt","12646.0595"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2011","FAO TIER 1","kt","12760.5652"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2012","FAO TIER 1","kt","12825.6285"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2013","FAO TIER 1","kt","12834.8748"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2014","FAO TIER 1","kt","12879.4535"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2015","FAO TIER 1","kt","12879.578"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2016","FAO TIER 1","kt","13031.7796"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2017","FAO TIER 1","kt","13169.0339"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2018","FAO TIER 1","kt","13570.7263"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2019","FAO TIER 1","kt","13839.5545"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Drained organic soils (CO2)","2020","FAO TIER 1","kt","13955.57"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2000","FAO TIER 1","kt","-38482.9987"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2001","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2002","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2003","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2004","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2005","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2006","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2007","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2008","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2009","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2010","FAO TIER 1","kt","-44456.2107"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2011","FAO TIER 1","kt","-68681.9244"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2012","FAO TIER 1","kt","-68681.9244"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2013","FAO TIER 1","kt","-68681.9244"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2014","FAO TIER 1","kt","-68681.9244"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2015","FAO TIER 1","kt","-68681.9244"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2016","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2017","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2018","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2019","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Forestland","2020","FAO TIER 1","kt","0"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2000","FAO TIER 1","kt","1917.8619"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2001","FAO TIER 1","kt","23207.6203"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2002","FAO TIER 1","kt","23207.6203"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2003","FAO TIER 1","kt","23207.6203"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2004","FAO TIER 1","kt","23207.6203"
"Emissions totals","Finland","Emissions (CO2eq) (AR5)","Net Forest conversion","2005","FAO TIER 1","kt","23207.6203"
