Domain,Area,Element,Item,Year,Unit,Value
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2000","%","1.59"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2001","%","1.65"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2002","%","1.7"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2003","%","1.7"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2004","%","1.68"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2005","%","1.72"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2006","%","1.72"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2007","%","1.71"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2008","%","1.71"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2009","%","1.71"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2010","%","1.7"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2011","%","1.69"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2012","%","1.67"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2013","%","1.64"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2014","%","1.61"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2015","%","1.58"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2016","%","1.55"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2017","%","1.52"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2018","%","1.49"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2019","%","1.47"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2020","%","1.44"
"Land Use","Burundi","Share in Cropland","Land area equipped for irrigation","2021","%","1.42"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2000","%","6.38"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2001","%","6.12"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2002","%","6.6"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2003","%","6.6"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2004","%","6.82"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2005","%","6.86"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2006","%","6.86"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2007","%","6.86"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2008","%","6.6"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2009","%","6.6"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2010","%","6.6"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2011","%","6.48"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2012","%","6.74"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2013","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2014","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2015","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2016","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2017","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2018","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2019","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2020","%","6.76"
"Land Use","Cabo Verde","Share in Cropland","Land area equipped for irrigation","2021","%","6.76"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2000","%","7.03"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2001","%","7.03"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2002","%","7.01"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2003","%","7.01"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2004","%","7.01"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2005","%","7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2006","%","7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2007","%","7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2008","%","7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2009","%","7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2010","%","6.92"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2011","%","6.83"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2012","%","6.7"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2013","%","6.63"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2014","%","6.58"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2015","%","6.51"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2016","%","6.43"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2017","%","6.3"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2018","%","6.2"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2019","%","6.07"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2020","%","5.94"
"Land Use","Cambodia","Share in Cropland","Land area equipped for irrigation","2021","%","5.87"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2000","%","0.36"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2001","%","0.36"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2002","%","0.36"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2003","%","0.36"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2004","%","0.36"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2005","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2006","%","0.39"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2007","%","0.4"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2008","%","0.4"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2009","%","0.4"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2010","%","0.38"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2011","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2012","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2013","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2014","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2015","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2016","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2017","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2018","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2019","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2020","%","0.37"
"Land Use","Cameroon","Share in Cropland","Land area equipped for irrigation","2021","%","0.37"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2000","%","2.78"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2001","%","2.82"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2002","%","2.88"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2003","%","2.94"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2004","%","3"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2005","%","3.06"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2006","%","3.09"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2007","%","3.12"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2008","%","3.15"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2009","%","3.18"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2010","%","3.22"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2011","%","3.25"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2012","%","3.23"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2013","%","3.21"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2014","%","3.19"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2015","%","3.17"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2016","%","3.15"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2017","%","3.15"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2018","%","3.13"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2019","%","3.14"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2020","%","3.17"
"Land Use","Canada","Share in Cropland","Land area equipped for irrigation","2021","%","3.17"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2000","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2001","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2002","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2003","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2004","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2005","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2006","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2007","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2008","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2009","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2010","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2011","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2012","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2013","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2014","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2015","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2016","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2017","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2018","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2019","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2020","%","0.05"
"Land Use","Central African Republic","Share in Cropland","Land area equipped for irrigation","2021","%","0.05"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2000","%","0.72"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2001","%","0.75"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2002","%","0.81"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2003","%","0.79"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2004","%","0.79"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2005","%","0.77"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2006","%","0.77"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2007","%","0.77"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2008","%","0.77"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2009","%","0.75"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2010","%","0.72"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2011","%","0.7"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2012","%","0.65"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2013","%","0.6"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2014","%","0.58"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2015","%","0.58"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2016","%","0.57"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2017","%","0.57"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2018","%","0.57"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2019","%","0.57"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2020","%","0.57"
"Land Use","Chad","Share in Cropland","Land area equipped for irrigation","2021","%","0.57"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2000","%","38.46"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2001","%","40.54"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2002","%","41.67"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2003","%","41.67"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2004","%","27.03"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2005","%","26.32"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2006","%","27.78"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2007","%","29.41"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2008","%","27.03"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2009","%","24.39"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2010","%","23.2"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2011","%","22.68"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2012","%","22.94"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2013","%","23.75"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2014","%","23.98"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2015","%","25.25"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2016","%","25.06"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2017","%","26.18"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2018","%","27.55"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2019","%","27.55"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2020","%","27.55"
"Land Use","Channel Islands","Share in Cropland","Land area equipped for irrigation","2021","%","27.55"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2000","%","52.13"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2001","%","51.16"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2002","%","53.27"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2003","%","57.14"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2004","%","56.85"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2005","%","58.36"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2006","%","61.11"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2007","%","64.51"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2008","%","64.31"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2009","%","64.05"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2010","%","63.83"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2011","%","63.57"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2012","%","63.32"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2013","%","63.07"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2014","%","62.82"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2015","%","62.61"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2016","%","62.36"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2017","%","62.12"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2018","%","61.87"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2019","%","61.67"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2020","%","61.43"
"Land Use","Chile","Share in Cropland","Land area equipped for irrigation","2021","%","61.26"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2000","%","41.41"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2001","%","42.57"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2002","%","43.74"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2003","%","46.31"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2004","%","46.44"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2005","%","46.53"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2006","%","46.82"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2007","%","47.1"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2008","%","47.04"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2009","%","47.36"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2010","%","49.27"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2011","%","50.58"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2012","%","50.89"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2013","%","52.46"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2014","%","53.64"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2015","%","55.02"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2016","%","56.18"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2017","%","57.1"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2018","%","57.9"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2019","%","58.23"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2020","%","58.23"
"Land Use","China","Share in Cropland","Land area equipped for irrigation","2021","%","58.24"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2000","%","33.33"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2001","%","33.33"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2002","%","16.67"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2003","%","16.67"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2004","%","16.67"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2005","%","16.67"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2006","%","20"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2007","%","20"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2008","%","20"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2009","%","20"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2010","%","22.22"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2011","%","22.22"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2012","%","24.39"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2013","%","24.39"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2014","%","24.39"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2015","%","24.39"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2016","%","25"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2017","%","24.39"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2018","%","25"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2019","%","25"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2020","%","33.33"
"Land Use","China, Hong Kong SAR","Share in Cropland","Land area equipped for irrigation","2021","%","33.33"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2000","%","41.39"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2001","%","42.56"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2002","%","43.74"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2003","%","46.32"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2004","%","46.45"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2005","%","46.54"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2006","%","46.82"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2007","%","47.11"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2008","%","47.05"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2009","%","47.36"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2010","%","49.28"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2011","%","50.6"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2012","%","50.92"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2013","%","52.49"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2014","%","53.68"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2015","%","55.06"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2016","%","56.24"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2017","%","57.16"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2018","%","57.96"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2019","%","58.3"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2020","%","58.3"
"Land Use","China, mainland","Share in Cropland","Land area equipped for irrigation","2021","%","58.3"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2000","%","44.54"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2001","%","44.29"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2002","%","44.16"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2003","%","44.67"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2004","%","45.22"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2005","%","45.26"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2006","%","45.54"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2007","%","46.25"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2008","%","46.47"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2009","%","46.99"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2010","%","47.11"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2011","%","47.35"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2012","%","47.57"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2013","%","47.6"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2014","%","47.57"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2015","%","47.44"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2016","%","47.25"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2017","%","47.31"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2018","%","47.86"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2019","%","47.79"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2020","%","47.82"
"Land Use","China, Taiwan Province of","Share in Cropland","Land area equipped for irrigation","2021","%","48.02"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2000","%","19.8"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2001","%","21.77"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2002","%","25.63"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2003","%","25.61"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2004","%","25.89"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2005","%","26.57"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2006","%","29.68"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2007","%","28.84"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2008","%","29.75"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2009","%","30.69"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2010","%","31.32"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2011","%","31.89"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2012","%","31.48"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2013","%","31.53"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2014","%","30.57"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2015","%","29.67"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2016","%","28.82"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2017","%","28.02"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2018","%","24.44"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2019","%","23.54"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2020","%","23.9"
"Land Use","Colombia","Share in Cropland","Land area equipped for irrigation","2021","%","24.17"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2000","%","0.12"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2001","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2002","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2003","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2004","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2005","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2006","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2007","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2008","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2009","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2010","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2011","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2012","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2013","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2014","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2015","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2016","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2017","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2018","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2019","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2020","%","0.11"
"Land Use","Comoros","Share in Cropland","Land area equipped for irrigation","2021","%","0.11"
"Land Use","Congo","Share in Cropland","Land area equipped for irrigation","2000","%","0.37"
"Land Use","Congo","Share in Cropland","Land area equipped for irrigation","2001","%","0.37"
