Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","France","Yield","Barley","2013","100 g/ha","63079"
"Crops and livestock products","France","Yield","Barley","2014","100 g/ha","66475"
"Crops and livestock products","France","Yield","Barley","2015","100 g/ha","71237"
"Crops and livestock products","France","Yield","Barley","2016","100 g/ha","54440"
"Crops and livestock products","France","Yield","Barley","2017","100 g/ha","63452"
"Crops and livestock products","France","Yield","Barley","2018","100 g/ha","62460"
"Crops and livestock products","France","Yield","Barley","2019","100 g/ha","69774"
"Crops and livestock products","France","Yield","Barley","2020","100 g/ha","52059"
"Crops and livestock products","France","Yield","Maize (corn)","2006","100 g/ha","85818"
"Crops and livestock products","France","Yield","Maize (corn)","2007","100 g/ha","94821"
"Crops and livestock products","France","Yield","Maize (corn)","2008","100 g/ha","91258"
"Crops and livestock products","France","Yield","Maize (corn)","2009","100 g/ha","88934"
"Crops and livestock products","France","Yield","Maize (corn)","2010","100 g/ha","88299"
"Crops and livestock products","France","Yield","Maize (corn)","2011","100 g/ha","99668"
"Crops and livestock products","France","Yield","Maize (corn)","2012","100 g/ha","90024"
"Crops and livestock products","France","Yield","Maize (corn)","2013","100 g/ha","81592"
"Crops and livestock products","France","Yield","Maize (corn)","2014","100 g/ha","100505"
"Crops and livestock products","France","Yield","Maize (corn)","2015","100 g/ha","83784"
"Crops and livestock products","France","Yield","Maize (corn)","2016","100 g/ha","82060"
"Crops and livestock products","France","Yield","Maize (corn)","2017","100 g/ha","101239"
"Crops and livestock products","France","Yield","Maize (corn)","2018","100 g/ha","88206"
"Crops and livestock products","France","Yield","Maize (corn)","2019","100 g/ha","85287"
"Crops and livestock products","France","Yield","Maize (corn)","2020","100 g/ha","79342"
"Crops and livestock products","France","Yield","Wheat","2006","100 g/ha","67414"
"Crops and livestock products","France","Yield","Wheat","2007","100 g/ha","62542"
"Crops and livestock products","France","Yield","Wheat","2008","100 g/ha","71018"
"Crops and livestock products","France","Yield","Wheat","2009","100 g/ha","74478"
"Crops and livestock products","France","Yield","Wheat","2010","100 g/ha","70405"
"Crops and livestock products","France","Yield","Wheat","2011","100 g/ha","66563"
"Crops and livestock products","France","Yield","Wheat","2012","100 g/ha","71512"
"Crops and livestock products","France","Yield","Wheat","2013","100 g/ha","72656"
"Crops and livestock products","France","Yield","Wheat","2014","100 g/ha","73530"
"Crops and livestock products","France","Yield","Wheat","2015","100 g/ha","78008"
"Crops and livestock products","France","Yield","Wheat","2016","100 g/ha","52896"
"Crops and livestock products","France","Yield","Wheat","2017","100 g/ha","72538"
"Crops and livestock products","France","Yield","Wheat","2018","100 g/ha","67680"
"Crops and livestock products","France","Yield","Wheat","2019","100 g/ha","77428"
"Crops and livestock products","France","Yield","Wheat","2020","100 g/ha","66776"
"Crops and livestock products","Germany","Yield","Barley","2006","100 g/ha","59086"
"Crops and livestock products","Germany","Yield","Barley","2007","100 g/ha","54173"
"Crops and livestock products","Germany","Yield","Barley","2008","100 g/ha","61004"
"Crops and livestock products","Germany","Yield","Barley","2009","100 g/ha","65436"
"Crops and livestock products","Germany","Yield","Barley","2010","100 g/ha","62918"
"Crops and livestock products","Germany","Yield","Barley","2011","100 g/ha","54651"
"Crops and livestock products","Germany","Yield","Barley","2012","100 g/ha","61934"
"Crops and livestock products","Germany","Yield","Barley","2013","100 g/ha","65866"
"Crops and livestock products","Germany","Yield","Barley","2014","100 g/ha","73475"
"Crops and livestock products","Germany","Yield","Barley","2015","100 g/ha","71710"
"Crops and livestock products","Germany","Yield","Barley","2016","100 g/ha","66857"
"Crops and livestock products","Germany","Yield","Barley","2017","100 g/ha","69302"
"Crops and livestock products","Germany","Yield","Barley","2018","100 g/ha","57663"
"Crops and livestock products","Germany","Yield","Barley","2019","100 g/ha","67834"
"Crops and livestock products","Germany","Yield","Barley","2020","100 g/ha","64591"
"Crops and livestock products","Germany","Yield","Maize (corn)","2006","100 g/ha","80307"
"Crops and livestock products","Germany","Yield","Maize (corn)","2007","100 g/ha","94475"
"Crops and livestock products","Germany","Yield","Maize (corn)","2008","100 g/ha","98099"
"Crops and livestock products","Germany","Yield","Maize (corn)","2009","100 g/ha","97500"
"Crops and livestock products","Germany","Yield","Maize (corn)","2010","100 g/ha","90261"
"Crops and livestock products","Germany","Yield","Maize (corn)","2011","100 g/ha","106243"
"Crops and livestock products","Germany","Yield","Maize (corn)","2012","100 g/ha","104802"
"Crops and livestock products","Germany","Yield","Maize (corn)","2013","100 g/ha","88276"
"Crops and livestock products","Germany","Yield","Maize (corn)","2014","100 g/ha","106838"
"Crops and livestock products","Germany","Yield","Maize (corn)","2015","100 g/ha","87223"
"Crops and livestock products","Germany","Yield","Maize (corn)","2016","100 g/ha","96512"
"Crops and livestock products","Germany","Yield","Maize (corn)","2017","100 g/ha","105269"
"Crops and livestock products","Germany","Yield","Maize (corn)","2018","100 g/ha","81390"
"Crops and livestock products","Germany","Yield","Maize (corn)","2019","100 g/ha","88096"
"Crops and livestock products","Germany","Yield","Maize (corn)","2020","100 g/ha","95874"
"Crops and livestock products","Germany","Yield","Wheat","2006","100 g/ha","72007"
"Crops and livestock products","Germany","Yield","Wheat","2007","100 g/ha","69611"
"Crops and livestock products","Germany","Yield","Wheat","2008","100 g/ha","80873"
"Crops and livestock products","Germany","Yield","Wheat","2009","100 g/ha","78091"
"Crops and livestock products","Germany","Yield","Wheat","2010","100 g/ha","72120"
"Crops and livestock products","Germany","Yield","Wheat","2011","100 g/ha","70139"
"Crops and livestock products","Germany","Yield","Wheat","2012","100 g/ha","73312"
"Crops and livestock products","Germany","Yield","Wheat","2013","100 g/ha","79979"
"Crops and livestock products","Germany","Yield","Wheat","2014","100 g/ha","86296"
"Crops and livestock products","Germany","Yield","Wheat","2015","100 g/ha","80877"
"Crops and livestock products","Germany","Yield","Wheat","2016","100 g/ha","76409"
"Crops and livestock products","Germany","Yield","Wheat","2017","100 g/ha","76443"
"Crops and livestock products","Germany","Yield","Wheat","2018","100 g/ha","66737"
"Crops and livestock products","Germany","Yield","Wheat","2019","100 g/ha","73964"
"Crops and livestock products","Germany","Yield","Wheat","2020","100 g/ha","78195"
"Crops and livestock products","Greece","Yield","Barley","2006","100 g/ha","24131"
"Crops and livestock products","Greece","Yield","Barley","2007","100 g/ha","23037"
"Crops and livestock products","Greece","Yield","Barley","2008","100 g/ha","27430"
"Crops and livestock products","Greece","Yield","Barley","2009","100 g/ha","26696"
"Crops and livestock products","Greece","Yield","Barley","2010","100 g/ha","25759"
"Crops and livestock products","Greece","Yield","Barley","2011","100 g/ha","26327"
"Crops and livestock products","Greece","Yield","Barley","2012","100 g/ha","26291"
"Crops and livestock products","Greece","Yield","Barley","2013","100 g/ha","27798"
"Crops and livestock products","Greece","Yield","Barley","2014","100 g/ha","28323"
"Crops and livestock products","Greece","Yield","Barley","2015","100 g/ha","27817"
"Crops and livestock products","Greece","Yield","Barley","2016","100 g/ha","28795"
"Crops and livestock products","Greece","Yield","Barley","2017","100 g/ha","29117"
"Crops and livestock products","Greece","Yield","Barley","2018","100 g/ha","26675"
"Crops and livestock products","Greece","Yield","Barley","2019","100 g/ha","27652"
"Crops and livestock products","Greece","Yield","Barley","2020","100 g/ha","29107"
"Crops and livestock products","Greece","Yield","Maize (corn)","2006","100 g/ha","101383"
"Crops and livestock products","Greece","Yield","Maize (corn)","2007","100 g/ha","100223"
"Crops and livestock products","Greece","Yield","Maize (corn)","2008","100 g/ha","104810"
"Crops and livestock products","Greece","Yield","Maize (corn)","2009","100 g/ha","104326"
"Crops and livestock products","Greece","Yield","Maize (corn)","2010","100 g/ha","103818"
"Crops and livestock products","Greece","Yield","Maize (corn)","2011","100 g/ha","107069"
"Crops and livestock products","Greece","Yield","Maize (corn)","2012","100 g/ha","104559"
"Crops and livestock products","Greece","Yield","Maize (corn)","2013","100 g/ha","106689"
"Crops and livestock products","Greece","Yield","Maize (corn)","2014","100 g/ha","111034"
"Crops and livestock products","Greece","Yield","Maize (corn)","2015","100 g/ha","116702"
"Crops and livestock products","Greece","Yield","Maize (corn)","2016","100 g/ha","113337"
"Crops and livestock products","Greece","Yield","Maize (corn)","2017","100 g/ha","115985"
"Crops and livestock products","Greece","Yield","Maize (corn)","2018","100 g/ha","106301"
"Crops and livestock products","Greece","Yield","Maize (corn)","2019","100 g/ha","106807"
"Crops and livestock products","Greece","Yield","Maize (corn)","2020","100 g/ha","100878"
"Crops and livestock products","Greece","Yield","Wheat","2006","100 g/ha","22859"
"Crops and livestock products","Greece","Yield","Wheat","2007","100 g/ha","22353"
"Crops and livestock products","Greece","Yield","Wheat","2008","100 g/ha","27769"
"Crops and livestock products","Greece","Yield","Wheat","2009","100 g/ha","27436"
"Crops and livestock products","Greece","Yield","Wheat","2010","100 g/ha","26044"
"Crops and livestock products","Greece","Yield","Wheat","2011","100 g/ha","27004"
"Crops and livestock products","Greece","Yield","Wheat","2012","100 g/ha","26650"
"Crops and livestock products","Greece","Yield","Wheat","2013","100 g/ha","27777"
"Crops and livestock products","Greece","Yield","Wheat","2014","100 g/ha","27466"
"Crops and livestock products","Greece","Yield","Wheat","2015","100 g/ha","29050"
"Crops and livestock products","Greece","Yield","Wheat","2016","100 g/ha","28928"
"Crops and livestock products","Greece","Yield","Wheat","2017","100 g/ha","29284"
"Crops and livestock products","Greece","Yield","Wheat","2018","100 g/ha","26526"
"Crops and livestock products","Greece","Yield","Wheat","2019","100 g/ha","27939"
"Crops and livestock products","Greece","Yield","Wheat","2020","100 g/ha","30773"
"Crops and livestock products","Hungary","Yield","Barley","2006","100 g/ha","36744"
"Crops and livestock products","Hungary","Yield","Barley","2007","100 g/ha","31661"
"Crops and livestock products","Hungary","Yield","Barley","2008","100 g/ha","44517"
"Crops and livestock products","Hungary","Yield","Barley","2009","100 g/ha","33160"
"Crops and livestock products","Hungary","Yield","Barley","2010","100 g/ha","33576"
"Crops and livestock products","Hungary","Yield","Barley","2011","100 g/ha","37854"
"Crops and livestock products","Hungary","Yield","Barley","2012","100 g/ha","36166"
"Crops and livestock products","Hungary","Yield","Barley","2013","100 g/ha","40534"
"Crops and livestock products","Hungary","Yield","Barley","2014","100 g/ha","44238"
"Crops and livestock products","Hungary","Yield","Barley","2015","100 g/ha","47586"
"Crops and livestock products","Hungary","Yield","Barley","2016","100 g/ha","50919"
"Crops and livestock products","Hungary","Yield","Barley","2017","100 g/ha","52834"
"Crops and livestock products","Hungary","Yield","Barley","2018","100 g/ha","46916"
"Crops and livestock products","Hungary","Yield","Barley","2019","100 g/ha","55919"
"Crops and livestock products","Hungary","Yield","Barley","2020","100 g/ha","56774"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2006","100 g/ha","68165"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2007","100 g/ha","37327"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2008","100 g/ha","74653"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2009","100 g/ha","63945"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2010","100 g/ha","64745"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2011","100 g/ha","64976"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2012","100 g/ha","39979"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2013","100 g/ha","54373"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2014","100 g/ha","78185"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2015","100 g/ha","57871"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2016","100 g/ha","86301"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2017","100 g/ha","68154"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2018","100 g/ha","84450"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2019","100 g/ha","80087"
"Crops and livestock products","Hungary","Yield","Maize (corn)","2020","100 g/ha","85274"
"Crops and livestock products","Hungary","Yield","Wheat","2006","100 g/ha","40719"
"Crops and livestock products","Hungary","Yield","Wheat","2007","100 g/ha","35875"
"Crops and livestock products","Hungary","Yield","Wheat","2008","100 g/ha","50024"
"Crops and livestock products","Hungary","Yield","Wheat","2009","100 g/ha","38546"
"Crops and livestock products","Hungary","Yield","Wheat","2010","100 g/ha","37038"
"Crops and livestock products","Hungary","Yield","Wheat","2011","100 g/ha","41994"
"Crops and livestock products","Hungary","Yield","Wheat","2012","100 g/ha","37485"
"Crops and livestock products","Hungary","Yield","Wheat","2013","100 g/ha","46386"
"Crops and livestock products","Hungary","Yield","Wheat","2014","100 g/ha","47288"
"Crops and livestock products","Hungary","Yield","Wheat","2015","100 g/ha","51796"
"Crops and livestock products","Hungary","Yield","Wheat","2016","100 g/ha","53654"
"Crops and livestock products","Hungary","Yield","Wheat","2017","100 g/ha","54287"
"Crops and livestock products","Hungary","Yield","Wheat","2018","100 g/ha","51244"
"Crops and livestock products","Hungary","Yield","Wheat","2019","100 g/ha","52949"
"Crops and livestock products","Hungary","Yield","Wheat","2020","100 g/ha","54680"
"Crops and livestock products","Ireland","Yield","Barley","2006","100 g/ha","68078"
"Crops and livestock products","Ireland","Yield","Barley","2007","100 g/ha","67134"
"Crops and livestock products","Ireland","Yield","Barley","2008","100 g/ha","69129"
"Crops and livestock products","Ireland","Yield","Barley","2009","100 g/ha","63394"
"Crops and livestock products","Ireland","Yield","Barley","2010","100 g/ha","69971"
"Crops and livestock products","Ireland","Yield","Barley","2011","100 g/ha","78184"
"Crops and livestock products","Ireland","Yield","Barley","2012","100 g/ha","65389"
"Crops and livestock products","Ireland","Yield","Barley","2013","100 g/ha","75789"
"Crops and livestock products","Ireland","Yield","Barley","2014","100 g/ha","80260"
"Crops and livestock products","Ireland","Yield","Barley","2015","100 g/ha","85759"
"Crops and livestock products","Ireland","Yield","Barley","2016","100 g/ha","78219"
"Crops and livestock products","Ireland","Yield","Barley","2017","100 g/ha","83570"
"Crops and livestock products","Ireland","Yield","Barley","2018","100 g/ha","63796"
"Crops and livestock products","Ireland","Yield","Barley","2019","100 g/ha","82493"
"Crops and livestock products","Ireland","Yield","Barley","2020","100 g/ha","69752"
"Crops and livestock products","Ireland","Yield","Wheat","2006","100 g/ha","91543"
"Crops and livestock products","Ireland","Yield","Wheat","2007","100 g/ha","84626"
"Crops and livestock products","Ireland","Yield","Wheat","2008","100 g/ha","89684"
"Crops and livestock products","Ireland","Yield","Wheat","2009","100 g/ha","81669"
"Crops and livestock products","Ireland","Yield","Wheat","2010","100 g/ha","86015"
"Crops and livestock products","Ireland","Yield","Wheat","2011","100 g/ha","98641"
"Crops and livestock products","Ireland","Yield","Wheat","2012","100 g/ha","72235"
"Crops and livestock products","Ireland","Yield","Wheat","2013","100 g/ha","89983"
"Crops and livestock products","Ireland","Yield","Wheat","2014","100 g/ha","100140"
"Crops and livestock products","Ireland","Yield","Wheat","2015","100 g/ha","106677"
"Crops and livestock products","Ireland","Yield","Wheat","2016","100 g/ha","95390"
"Crops and livestock products","Ireland","Yield","Wheat","2017","100 g/ha","101672"
"Crops and livestock products","Ireland","Yield","Wheat","2018","100 g/ha","83732"
"Crops and livestock products","Ireland","Yield","Wheat","2019","100 g/ha","93787"
"Crops and livestock products","Ireland","Yield","Wheat","2020","100 g/ha","77659"
"Crops and livestock products","Italy","Yield","Barley","2006","100 g/ha","38770"
"Crops and livestock products","Italy","Yield","Barley","2007","100 g/ha","35548"
"Crops and livestock products","Italy","Yield","Barley","2008","100 g/ha","37468"
"Crops and livestock products","Italy","Yield","Barley","2009","100 g/ha","34198"
"Crops and livestock products","Italy","Yield","Barley","2010","100 g/ha","36223"
"Crops and livestock products","Italy","Yield","Barley","2011","100 g/ha","35208"
"Crops and livestock products","Italy","Yield","Barley","2012","100 g/ha","38201"
"Crops and livestock products","Italy","Yield","Barley","2013","100 g/ha","36901"
"Crops and livestock products","Italy","Yield","Barley","2014","100 g/ha","36374"
"Crops and livestock products","Italy","Yield","Barley","2015","100 g/ha","39323"
"Crops and livestock products","Italy","Yield","Barley","2016","100 g/ha","40114"
"Crops and livestock products","Italy","Yield","Barley","2017","100 g/ha","39289"
"Crops and livestock products","Italy","Yield","Barley","2018","100 g/ha","39660"
"Crops and livestock products","Italy","Yield","Barley","2019","100 g/ha","42270"
"Crops and livestock products","Italy","Yield","Barley","2020","100 g/ha","42658"
"Crops and livestock products","Italy","Yield","Maize (corn)","2006","100 g/ha","87285"
"Crops and livestock products","Italy","Yield","Maize (corn)","2007","100 g/ha","93120"
"Crops and livestock products","Italy","Yield","Maize (corn)","2008","100 g/ha","95726"
"Crops and livestock products","Italy","Yield","Maize (corn)","2009","100 g/ha","86048"
"Crops and livestock products","Italy","Yield","Maize (corn)","2010","100 g/ha","91672"
"Crops and livestock products","Italy","Yield","Maize (corn)","2011","100 g/ha","98033"
"Crops and livestock products","Italy","Yield","Maize (corn)","2012","100 g/ha","80325"
"Crops and livestock products","Italy","Yield","Maize (corn)","2013","100 g/ha","86989"
"Crops and livestock products","Italy","Yield","Maize (corn)","2014","100 g/ha","106208"
"Crops and livestock products","Italy","Yield","Maize (corn)","2015","100 g/ha","97254"
"Crops and livestock products","Italy","Yield","Maize (corn)","2016","100 g/ha","103515"
"Crops and livestock products","Italy","Yield","Maize (corn)","2017","100 g/ha","93667"
"Crops and livestock products","Italy","Yield","Maize (corn)","2018","100 g/ha","104855"
"Crops and livestock products","Italy","Yield","Maize (corn)","2019","100 g/ha","99859"
"Crops and livestock products","Italy","Yield","Maize (corn)","2020","100 g/ha","112682"
"Crops and livestock products","Italy","Yield","Wheat","2006","100 g/ha","37295"
"Crops and livestock products","Italy","Yield","Wheat","2007","100 g/ha","34137"
"Crops and livestock products","Italy","Yield","Wheat","2008","100 g/ha","38689"
"Crops and livestock products","Italy","Yield","Wheat","2009","100 g/ha","35859"
"Crops and livestock products","Italy","Yield","Wheat","2010","100 g/ha","37421"
"Crops and livestock products","Italy","Yield","Wheat","2011","100 g/ha","38335"
"Crops and livestock products","Italy","Yield","Wheat","2012","100 g/ha","41293"
"Crops and livestock products","Italy","Yield","Wheat","2013","100 g/ha","38441"
"Crops and livestock products","Italy","Yield","Wheat","2014","100 g/ha","38107"
"Crops and livestock products","Italy","Yield","Wheat","2015","100 g/ha","39280"
"Crops and livestock products","Italy","Yield","Wheat","2016","100 g/ha","42030"
"Crops and livestock products","Italy","Yield","Wheat","2017","100 g/ha","38562"
"Crops and livestock products","Italy","Yield","Wheat","2018","100 g/ha","38999"
"Crops and livestock products","Italy","Yield","Wheat","2019","100 g/ha","38409"
"Crops and livestock products","Italy","Yield","Wheat","2020","100 g/ha","39248"
"Crops and livestock products","Latvia","Yield","Barley","2006","100 g/ha","19909"
"Crops and livestock products","Latvia","Yield","Barley","2007","100 g/ha","24123"
"Crops and livestock products","Latvia","Yield","Barley","2008","100 g/ha","23407"
"Crops and livestock products","Latvia","Yield","Barley","2009","100 g/ha","25373"
"Crops and livestock products","Latvia","Yield","Barley","2010","100 g/ha","22749"
"Crops and livestock products","Latvia","Yield","Barley","2011","100 g/ha","24682"
"Crops and livestock products","Latvia","Yield","Barley","2012","100 g/ha","28806"
"Crops and livestock products","Latvia","Yield","Barley","2013","100 g/ha","27559"
"Crops and livestock products","Latvia","Yield","Barley","2014","100 g/ha","35431"
"Crops and livestock products","Latvia","Yield","Barley","2015","100 g/ha","38781"
"Crops and livestock products","Latvia","Yield","Barley","2016","100 g/ha","30000"
"Crops and livestock products","Latvia","Yield","Barley","2017","100 g/ha","34267"
"Crops and livestock products","Latvia","Yield","Barley","2018","100 g/ha","25892"
"Crops and livestock products","Latvia","Yield","Barley","2019","100 g/ha","35184"
"Crops and livestock products","Latvia","Yield","Barley","2020","100 g/ha","36588"
"Crops and livestock products","Latvia","Yield","Wheat","2006","100 g/ha","27815"
"Crops and livestock products","Latvia","Yield","Wheat","2007","100 g/ha","35944"
"Crops and livestock products","Latvia","Yield","Wheat","2008","100 g/ha","38566"
"Crops and livestock products","Latvia","Yield","Wheat","2009","100 g/ha","36276"
"Crops and livestock products","Latvia","Yield","Wheat","2010","100 g/ha","32849"
"Crops and livestock products","Latvia","Yield","Wheat","2011","100 g/ha","30613"
"Crops and livestock products","Latvia","Yield","Wheat","2012","100 g/ha","43695"
"Crops and livestock products","Latvia","Yield","Wheat","2013","100 g/ha","38857"
"Crops and livestock products","Latvia","Yield","Wheat","2014","100 g/ha","37474"
"Crops and livestock products","Latvia","Yield","Wheat","2015","100 g/ha","50304"
"Crops and livestock products","Latvia","Yield","Wheat","2016","100 g/ha","43045"
"Crops and livestock products","Latvia","Yield","Wheat","2017","100 g/ha","47869"
"Crops and livestock products","Latvia","Yield","Wheat","2018","100 g/ha","34314"
"Crops and livestock products","Latvia","Yield","Wheat","2019","100 g/ha","48123"
"Crops and livestock products","Latvia","Yield","Wheat","2020","100 g/ha","53384"
"Crops and livestock products","Lithuania","Yield","Barley","2006","100 g/ha","19400"
"Crops and livestock products","Lithuania","Yield","Barley","2007","100 g/ha","26578"
"Crops and livestock products","Lithuania","Yield","Barley","2008","100 g/ha","29185"
"Crops and livestock products","Lithuania","Yield","Barley","2009","100 g/ha","30937"
"Crops and livestock products","Lithuania","Yield","Barley","2010","100 g/ha","23727"
"Crops and livestock products","Lithuania","Yield","Barley","2011","100 g/ha","30067"
"Crops and livestock products","Lithuania","Yield","Barley","2012","100 g/ha","34142"
"Crops and livestock products","Lithuania","Yield","Barley","2013","100 g/ha","32762"
"Crops and livestock products","Lithuania","Yield","Barley","2014","100 g/ha","38146"
"Crops and livestock products","Lithuania","Yield","Barley","2015","100 g/ha","40094"
"Crops and livestock products","Lithuania","Yield","Barley","2016","100 g/ha","31598"
"Crops and livestock products","Lithuania","Yield","Barley","2017","100 g/ha","36693"
"Crops and livestock products","Lithuania","Yield","Barley","2018","100 g/ha","27424"
"Crops and livestock products","Lithuania","Yield","Barley","2019","100 g/ha","33670"
"Crops and livestock products","Lithuania","Yield","Barley","2020","100 g/ha","42816"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2006","100 g/ha","23500"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2007","100 g/ha","48148"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2008","100 g/ha","42105"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2009","100 g/ha","43273"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2010","100 g/ha","66901"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2011","100 g/ha","74896"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2012","100 g/ha","61085"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2013","100 g/ha","73953"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2014","100 g/ha","60526"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2015","100 g/ha","48205"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2016","100 g/ha","69397"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2017","100 g/ha","57381"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2018","100 g/ha","65414"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2019","100 g/ha","76719"
"Crops and livestock products","Lithuania","Yield","Maize (corn)","2020","100 g/ha","70144"
"Crops and livestock products","Lithuania","Yield","Wheat","2006","100 g/ha","23554"
"Crops and livestock products","Lithuania","Yield","Wheat","2007","100 g/ha","39219"
"Crops and livestock products","Lithuania","Yield","Wheat","2008","100 g/ha","42689"
"Crops and livestock products","Lithuania","Yield","Wheat","2009","100 g/ha","42004"
"Crops and livestock products","Lithuania","Yield","Wheat","2010","100 g/ha","33045"
"Crops and livestock products","Lithuania","Yield","Wheat","2011","100 g/ha","33919"
"Crops and livestock products","Lithuania","Yield","Wheat","2012","100 g/ha","47829"
"Crops and livestock products","Lithuania","Yield","Wheat","2013","100 g/ha","43022"
"Crops and livestock products","Lithuania","Yield","Wheat","2014","100 g/ha","45630"
"Crops and livestock products","Lithuania","Yield","Wheat","2015","100 g/ha","52384"
"Crops and livestock products","Lithuania","Yield","Wheat","2016","100 g/ha","43661"
"Crops and livestock products","Lithuania","Yield","Wheat","2017","100 g/ha","48247"
"Crops and livestock products","Lithuania","Yield","Wheat","2018","100 g/ha","36731"
"Crops and livestock products","Lithuania","Yield","Wheat","2019","100 g/ha","42912"
"Crops and livestock products","Lithuania","Yield","Wheat","2020","100 g/ha","53931"
"Crops and livestock products","Luxembourg","Yield","Barley","2006","100 g/ha","52629"
"Crops and livestock products","Luxembourg","Yield","Barley","2007","100 g/ha","48380"
"Crops and livestock products","Luxembourg","Yield","Barley","2008","100 g/ha","54231"
"Crops and livestock products","Luxembourg","Yield","Barley","2009","100 g/ha","58049"
"Crops and livestock products","Luxembourg","Yield","Barley","2010","100 g/ha","52055"
"Crops and livestock products","Luxembourg","Yield","Barley","2011","100 g/ha","48434"
"Crops and livestock products","Luxembourg","Yield","Barley","2012","100 g/ha","53380"
"Crops and livestock products","Luxembourg","Yield","Barley","2013","100 g/ha","55175"
"Crops and livestock products","Luxembourg","Yield","Barley","2014","100 g/ha","55262"
"Crops and livestock products","Luxembourg","Yield","Barley","2015","100 g/ha","57542"
"Crops and livestock products","Luxembourg","Yield","Barley","2016","100 g/ha","49275"
"Crops and livestock products","Luxembourg","Yield","Barley","2017","100 g/ha","53000"
"Crops and livestock products","Luxembourg","Yield","Barley","2018","100 g/ha","58983"
"Crops and livestock products","Luxembourg","Yield","Barley","2019","100 g/ha","59488"
"Crops and livestock products","Luxembourg","Yield","Barley","2020","100 g/ha","55033"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2006","100 g/ha","65104"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2007","100 g/ha","75445"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2008","100 g/ha","60053"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2009","100 g/ha","59976"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2010","100 g/ha","83093"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2011","100 g/ha","77800"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2012","100 g/ha","80900"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2013","100 g/ha","108000"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2014","100 g/ha","77425"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2015","100 g/ha","65816"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2016","100 g/ha","66970"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2017","100 g/ha","85972"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2018","100 g/ha","51111"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2019","100 g/ha","47143"
"Crops and livestock products","Luxembourg","Yield","Maize (corn)","2020","100 g/ha","55000"
"Crops and livestock products","Luxembourg","Yield","Wheat","2006","100 g/ha","59694"
"Crops and livestock products","Luxembourg","Yield","Wheat","2007","100 g/ha","55990"
"Crops and livestock products","Luxembourg","Yield","Wheat","2008","100 g/ha","66617"
"Crops and livestock products","Luxembourg","Yield","Wheat","2009","100 g/ha","65677"
"Crops and livestock products","Luxembourg","Yield","Wheat","2010","100 g/ha","59586"
"Crops and livestock products","Luxembourg","Yield","Wheat","2011","100 g/ha","55290"
"Crops and livestock products","Luxembourg","Yield","Wheat","2012","100 g/ha","58665"
"Crops and livestock products","Luxembourg","Yield","Wheat","2013","100 g/ha","63676"
"Crops and livestock products","Luxembourg","Yield","Wheat","2014","100 g/ha","61541"
"Crops and livestock products","Luxembourg","Yield","Wheat","2015","100 g/ha","62825"
"Crops and livestock products","Luxembourg","Yield","Wheat","2016","100 g/ha","50744"
"Crops and livestock products","Luxembourg","Yield","Wheat","2017","100 g/ha","54834"
"Crops and livestock products","Luxembourg","Yield","Wheat","2018","100 g/ha","61888"
