Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","51.54"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","50.78"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","50.27"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","51.05"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","51.73"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","51.7"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","52.26"
"Employment Indicators: Rural","Cyprus","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","52.23"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Cyprus","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","1974.38"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","1993.63"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","2009.3"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","1984.31"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","1981.16"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","1953.03"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","1784.87"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","1805.99"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","1849.39"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","1861.41"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","1869.43"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","1848.05"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","1888.7"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","1869.99"
"Employment Indicators: Rural","Czechia","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","1843.69"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","59.08"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","58.45"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","58.1"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","58.24"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","57.98"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","57.96"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","58.16"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","58.87"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","59.11"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","59.27"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","59.01"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","59.32"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","59.92"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","59.42"
"Employment Indicators: Rural","Czechia","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","58.66"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","54.88"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","55.33"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","55.55"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","54.11"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","53.56"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","53.87"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","53.95"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","54.46"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","55.33"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","56.24"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","56.75"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","57.58"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","58.64"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","58.3"
"Employment Indicators: Rural","Czechia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","57.31"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Czechia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","1045.85"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","952.4"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","985.12"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","964.96"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","904.61"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","885.82"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","1136.92"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","1146.18"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","1146.53"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","1159.47"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","1074.49"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","1056.14"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","1068.8"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","1068.08"
"Employment Indicators: Rural","Denmark","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","1060.79"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","64.37"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","63.95"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","65.04"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","65.23"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","62.22"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","60.52"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","59.67"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","59.03"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","58.63"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","58.31"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","58.53"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","58.71"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","58.87"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","59.38"
"Employment Indicators: Rural","Denmark","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","59.05"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","62.01"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","61.87"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","62.86"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","61.08"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","57.6"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","56.17"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","55.62"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","54.98"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","55.02"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","55.03"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","55.49"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","55.75"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","56.35"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","56.91"
"Employment Indicators: Rural","Denmark","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","56.3"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Denmark","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","319.29"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","314.5"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","323.51"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","293.45"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","280.67"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","297.26"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","241.69"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","240.34"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","240.86"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","241.26"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","245.77"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","208.78"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","228.61"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","222.72"
"Employment Indicators: Rural","Estonia","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","220.31"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","56.55"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","57.03"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","58.39"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","57.16"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","57.29"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","57.62"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","58.15"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","58.54"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","57.43"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","58.82"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","58.47"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","59.73"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","60.35"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","58.22"
"Employment Indicators: Rural","Estonia","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","58.97"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","53.3"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","54.24"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","55.21"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","49.65"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","48.86"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","51.37"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","52.66"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","53.74"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","53.25"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","54.9"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","54.68"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","56.44"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","57.17"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","55.43"
"Employment Indicators: Rural","Estonia","Employment-to-population ratio by age, total (15+), rural areas","Total","2020","Value","Labour force survey","%","54.95"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2006","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2007","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2008","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2009","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2010","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2011","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Estonia","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","1318.71"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","1341.33"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","1358.9"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","1412.61"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","1407.61"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","1429.19"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","761.97"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","729.73"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","736.47"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","715.5"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","706"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","702.55"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","714.91"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","714.31"
"Employment Indicators: Rural","Finland","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","668.07"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","57.9"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","58.07"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","58.44"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","57.65"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","57.33"
"Employment Indicators: Rural","Finland","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","57.56"
